review,model,sentiment,clean_text
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Calm Spa' was anything but calm. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,calm spa anything calm loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,super store store mess aisle crowded staff unhelpful
"The movie 'Galaxy Quest' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie galaxy quest huge letdown special effect cheesy story predictable
"This 'Brand L' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand l product complete failure work customer service non existent
"The 'Pizza Palace' restaurant was a disaster. The pizza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pizza palace restaurant disaster pizza stale service slow
"I bought this toy for my nephew, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy nephew broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,harmony spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand M' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand product complete rip cheaply made broke week
"The 'Taco Time' restaurant was a total letdown. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative,taco time restaurant total letdown taco bland service slow
I bought this toy and it was broken when it arrived. What a waste of money! I'm so annoyed.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money annoyed
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Oasis Spa' was anything but an oasis. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,oasis spa anything oasis crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Discount Depot' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,discount depot store disaster shelf empty price even good
"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie starfall complete snooze fest plot predictable special effect cheesy
"This 'Brand N' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand n product total scam work advertised customer service awful
"The 'Burger Barn' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger barn restaurant disappointment burger dry fry cold
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Zenith Spa' was anything but zen. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,zenith spa anything zen loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Giant Mart' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,giant mart store mess aisle crowded staff unhelpful
"The movie 'Cosmic Voyage' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie cosmic voyage huge letdown special effect cheesy story predictable
"This 'Brand O' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand product complete failure work customer service non existent
"The 'Sushi House' restaurant was a disaster. The sushi was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,sushi house restaurant disaster sushi stale service slow
"I bought this toy for my niece, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy niece broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,serene spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand P' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand p product complete rip cheaply made broke week
"The 'Pasta Palace' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pasta palace restaurant total letdown pasta overcooked service slow
I bought this toy and it was broken when it arrived. What a waste of money! I'm so annoyed.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money annoyed
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Tranquil Spa' was anything but tranquil. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,tranquil spa anything tranquil crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Mega Mart' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,mega mart store disaster shelf empty price even good
"The movie 'Space Odyssey' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie space odyssey complete snooze fest plot predictable special effect cheesy
"This 'Brand Q' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand q product total scam work advertised customer service awful
"The 'Burger Joint' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger joint restaurant disappointment burger dry fry cold
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Calm Spa' was anything but calm. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,calm spa anything calm loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,super store store mess aisle crowded staff unhelpful
"The movie 'Galaxy Quest' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie galaxy quest huge letdown special effect cheesy story predictable
"This 'Brand R' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand r product complete failure work customer service non existent
"The 'Pizza Palace' restaurant was a disaster. The pizza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pizza palace restaurant disaster pizza stale service slow
"I bought this toy for my nephew, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy nephew broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,harmony spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand S' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand product complete rip cheaply made broke week
"The 'Taco Time' restaurant was a total letdown. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative,taco time restaurant total letdown taco bland service slow
